Article_Url,Truth_Rating
https://www.breitbart.com/clips/2021/11/28/cnns-stelter-fnc-joking-that-theres-a-new-variant-to-help-dems-win-elections-craziness/,mostly false
https://www.breitbart.com/politics/2021/11/28/astounding-alarming-rand-paul-scolds-fauci-saying-i-represent-science/,mostly false
https://www.breitbart.com/clips/2021/11/29/cotton-biden-travel-ban-a-half-measure-that-reflects-the-incompetence-of-this-administration/,mostly false
https://www.breitbart.com/politics/2021/11/29/omicron-variant-reaches-north-america-as-global-risk-remains-very-high/,mostly false
https://www.breitbart.com/africa/2021/11/29/president-of-south-africa-rages-against-travel-bans-over-omicron-variant/,mostly false
https://www.breitbart.com/europe/2021/11/29/13-players-portuguese-soccer-team-positive-omicron-variant-after-africa-trip/,mostly false
https://www.breitbart.com/asia/2021/11/29/china-declares-victory-against-omicron-coronavirus-variant-while-delta-ravages-country/,mostly false
https://www.breitbart.com/health/2021/11/28/michigan-gov-gretchen-whitmer-faces-hospital-crisis-85-of-inpatient-and-icu-beds-occupied-statewide/,mostly false
https://www.breitbart.com/clips/2021/11/28/fauci-to-ted-cruz-i-should-be-prosecuted-what-happened-on-january-6-senator/,mostly false
https://www.breitbart.com/clips/2021/11/28/fauci-on-gop-criticism-im-going-to-be-saving-lives-and-theyre-going-to-be-lying/,mostly false
https://www.breitbart.com/politics/2021/11/28/flashback-ten-times-joe-biden-promised-shut-down-virus/,mostly false
https://www.breitbart.com/europe/2021/11/28/swiss-people-back-vaccine-passports-in-national-referendum/,mostly false
https://www.breitbart.com/clips/2021/11/28/fauci-troublesome-omicron-variant-strongly-suggests-it-might-evade-vaccine/,mostly false
https://www.breitbart.com/middle-east/2021/11/28/israel-takes-most-aggressive-approach-in-world-against-omicron/,mostly false
https://www.breitbart.com/clips/2021/11/28/nih-dir-collins-omicron-variant-a-great-reason-to-go-and-get-boosted/,mostly false
https://www.breitbart.com/clips/2021/11/28/fauci-on-lockdowns-to-fight-omicron-variant-u-s-should-be-prepared-to-do-anything/,mostly false
https://www.breitbart.com/politics/2021/11/28/no-entry-global-borders-slam-shut-as-coronavirus-variant-fears-rise/,mostly false
https://www.breitbart.com/europe/2021/11/28/lockdown-for-christmas-britons-avoid-more-holiday-restrictions-for-now/,mostly false
https://www.breitbart.com/asia/2021/11/27/who-skips-xi-in-greek-alphabet-for-naming-coronavirus-variants-to-avoid-stigma/,mostly false
https://www.breitbart.com/politics/2021/11/27/new-york-state-declares-state-of-emergency-over-omicron-coronavirus-variant-yet-100-recent-sampled-cases-were-delta-variant/,mostly false
https://www.breitbart.com/health/2021/11/27/good-samaritans-install-christmas-lights-for-iowa-man-who-suffered-2-strokes-heart-attack/,mostly false
https://www.breitbart.com/health/2021/11/27/german-bishops-coronavirus-vaccination-moral-duty/,mostly false
https://www.breitbart.com/europe/2021/11/27/boris-johnson-covid-omicron-return-mask-mandates-shops-transport/,mostly false
https://www.breitbart.com/politics/2021/11/27/states-mask-mandates-reporting-higher-coronavirus-numbers-maskless-florida/,mostly false
https://www.breitbart.com/clips/2021/11/27/brooks-we-shouldnt-look-at-covid-case-numbers-i-dont-think-well-ever-go-back-to-where-we-were-pre-covid/,mostly false
https://www.breitbart.com/europe/2021/11/27/irish-medical-official-claimed-he-never-said-schools-were-covid-safe-but-did/,mostly false
https://www.breitbart.com/europe/2021/11/27/uk-records-two-cases-of-omicron-variant-as-countries-impose-travel-restrictions/,mostly false
https://www.breitbart.com/politics/2021/11/27/joe-biden-voices-great-concern-omicron-variant-spreads-rapidly/,mostly false
https://www.breitbart.com/europe/2021/11/27/uk-chief-medical-officer-thinks-britons-would-accept-new-corona-restrictions/,mostly false
https://www.breitbart.com/politics/2021/11/26/florida-reports-lowest-coronavirus-cases-capita-blue-states-surge/,mostly false
https://www.breitbart.com/sports/2021/11/26/aaron-rodgers-demands-full-apology-from-wall-street-journal-for-covid-toe-report/,mostly false
https://www.breitbart.com/clips/2021/11/26/fauci-u-s-must-study-data-before-deciding-on-travel-ban-for-new-covid-variant/,mostly false
https://www.breitbart.com/africa/2021/11/26/who-officials-to-meet-regarding-new-coronavirus-variant-on-the-rise/,mostly false
https://www.breitbart.com/europe/2021/11/26/major-rise-in-homeschooling-in-england-over-philosophical-and-health-reasons/,mostly false
https://www.breitbart.com/europe/2021/11/26/uk-bans-flights-six-african-countries-new-covid-strain-detected/,mostly false
