Article_Url,Truth_Rating
https://www.palmerreport.com/analysis/down-goes-trump-doj-stooge-jeffrey-clark/42819/,mostly false
https://www.palmerreport.com/analysis/the-steve-bannon-indictment-has-worked/42816/,mostly false
https://www.palmerreport.com/analysis/lauren-boebert-goes-ballistic/42821/,mostly false
https://www.palmerreport.com/analysis/eric-swalwell-rips-ted-cruz-a-new-one/42774/,mostly false
https://www.palmerreport.com/analysis/president-biden-managed-to-thread-the-needle-on-this-one/42805/,mostly false
https://www.palmerreport.com/analysis/the-qanon-loons-are-even-further-off-the-deep-end-than-we-thought/42791/,mostly false
https://www.palmerreport.com/analysis/fox-news-reaches-a-whole-new-low/42811/,mostly false
https://www.palmerreport.com/analysis/chris-christies-book-crashes-and-burns/42808/,mostly false
https://www.palmerreport.com/analysis/so-much-for-matthew-mcconaughey-2/42801/,mostly false
https://www.palmerreport.com/analysis/jim-jordan-is-very-upset-about-this-lobster/42787/,mostly false
https://www.palmerreport.com/analysis/key-january-6th-organizer-agrees-to-cooperate-with-january-6th-committee/42812/,mostly false
https://www.palmerreport.com/analysis/the-real-reason-theyre-pushing-this-phony-scandal-about-kamala-harris/42800/,mostly false
https://www.palmerreport.com/analysis/jim-acosta-rips-tucker-carlson-to-pieces/42788/,mostly false
https://www.palmerreport.com/analysis/this-should-be-it-for-lauren-boebert-2/42790/,mostly false
https://www.palmerreport.com/analysis/they-cant-keep-up-this-charade-against-joe-biden-forever/42794/,mostly false
https://www.palmerreport.com/analysis/donald-trump-goes-for-mitch-mcconnells-legs/42792/,mostly false
https://www.palmerreport.com/analysis/kevin-mccarthy-is-now-taking-on-water-from-both-sides/42786/,mostly false
https://www.palmerreport.com/analysis/laura-ingraham-may-be-just-as-dangerous-as-tucker-carlson/42776/,mostly false
https://www.palmerreport.com/analysis/ron-desantis-just-proved-how-weak-he-is/42784/,mostly false
https://www.palmerreport.com/analysis/how-the-trial-of-ahmaud-arberys-killers-ended-up-going-the-way-it-should-have/42783/,mostly false
https://www.palmerreport.com/analysis/merrick-garland-comes-out-swinging-6/42777/,mostly false
https://www.palmerreport.com/analysis/this-republican-primary-mess-in-texas-could-end-up-helping-beto-orourke/42770/,mostly false
https://www.palmerreport.com/analysis/mike-lindell-goes-completely-berserk-as-it-all-falls-apart-for-him/42773/,mostly false
https://www.palmerreport.com/analysis/michael-flynns-latest-conspiracy-theory/42771/,mostly false
https://www.palmerreport.com/analysis/the-republican-party-endgame-with-donald-trump/42749/,mostly false
https://www.palmerreport.com/analysis/alex-jones-is-about-to-unwittingly-hand-a-huge-gift-to-the-january-6th-committee/42735/,mostly false
https://www.palmerreport.com/analysis/trumps-gop-goons-are-turning-against-glenn-youngkin-already/42738/,mostly false
https://www.palmerreport.com/analysis/rachel-maddow-hit-the-nail-on-the-head-with-this-one/42745/,mostly false
https://www.palmerreport.com/analysis/thankful-for-justice-being-served/42743/,mostly false
https://www.palmerreport.com/analysis/joe-biden-is-doing-this-one-exactly-right/42741/,mostly false
https://www.palmerreport.com/analysis/lindsey-graham-goes-even-further-off-the-trump-deep-end/42732/,mostly false
https://www.palmerreport.com/analysis/eric-trump-knows-just-how-screwed-he-is/42759/,mostly false
https://www.palmerreport.com/analysis/eric-trumps-burner-phone-nightmare-explodes/42739/,mostly false
https://www.palmerreport.com/analysis/there-really-is-no-scandal-here/42733/,mostly false
https://www.palmerreport.com/analysis/the-maga-loons-dont-even-know-what-to-do-with-this-one/42724/,mostly false
https://www.palmerreport.com/analysis/this-will-only-make-fox-news-even-worse/42722/,mostly false
https://www.palmerreport.com/analysis/the-american-right-has-become-too-extremist-for-its-own-good/42713/,mostly false
https://www.palmerreport.com/analysis/the-republican-national-committee-has-a-donald-trump-money-problem/42719/,mostly false
https://www.palmerreport.com/analysis/matt-gaetz-gets-frantic/42712/,mostly false
https://www.palmerreport.com/analysis/chris-christie-and-the-inmates-running-the-asylum/42707/,mostly false
https://www.palmerreport.com/analysis/roger-stone-and-alex-jones-now-face-a-no-win-situation-that-could-have-them-arrested-within-weeks/42709/,mostly false
https://www.palmerreport.com/analysis/donald-trumps-republican-senate-candidate-loses-court-battle/42706/,mostly false
https://www.palmerreport.com/analysis/why-joe-biden-had-to-do-it-this-way/42701/,mostly false
https://www.palmerreport.com/analysis/house-republican-madison-cawthorns-rhetoric-reaches-a-violent-new-low/42694/,mostly false
